source,label,unused,text,scores
gj04,1,,"Our friends won't buy this analysis, let alone the next one we propose.",0.9976128339767456
gj04,1,,One more pseudo generalization and I'm giving up.,0.9973441958427429
gj04,1,,One more pseudo generalization or I'm giving up.,0.9975267052650452
gj04,1,,"The more we study verbs, the crazier they get.",0.9981581568717957
gj04,1,,Day by day the facts are getting murkier.,0.9975987076759338
gj04,1,,I'll fix you a drink.,0.9985937476158142
gj04,1,,Fred watered the plants flat.,0.9984806180000305
gj04,1,,Bill coughed his way out of the restaurant.,0.9976677298545837
gj04,1,,We're dancing the night away.,0.9980095028877258
gj04,1,,Herman hammered the metal flat.,0.9977820515632629
gj04,1,,The critics laughed the play off the stage.,0.9984643459320068
gj04,1,,The pond froze solid.,0.9985024929046631
gj04,1,,Bill rolled out of the room.,0.9976195693016052
gj04,1,,The gardener watered the flowers flat.,0.9984800219535828
gj04,1,,The gardener watered the flowers.,0.9988429546356201
gj04,1,,Bill broke the bathtub into pieces.,0.9984683394432068
gj04,1,,Bill broke the bathtub.,0.9988057613372803
gj04,1,,They drank the pub dry.,0.9986531734466553
gj04,0,*,They drank the pub.,0.006122516933828592
gj04,1,,The professor talked us into a stupor.,0.9984064698219299
gj04,0,*,The professor talked us.,0.003504162887111306
gj04,1,,We yelled ourselves hoarse.,0.9977568984031677
gj04,0,*,We yelled ourselves.,0.007779703475534916
gj04,0,*,We yelled Harry hoarse.,0.005304767284542322
gj04,1,,Harry coughed himself into a fit.,0.9981271624565125
gj04,0,*,Harry coughed himself.,0.9958133101463318
gj04,0,*,Harry coughed us into a fit.,0.005443277768790722
gj04,1,,Bill followed the road into the forest.,0.9983054399490356
gj04,1,,We drove Highway 5 from SD to SF.,0.9986144304275513
gj04,1,,Fred tracked the leak to its source.,0.9980931878089905
gj04,1,,John danced waltzes across the room.,0.9986338019371033
gj04,1,,Bill urinated out the window.,0.9988071918487549
gj04,1,,Bill coughed out the window.,0.9975582361221313
gj04,1,,Bill bled on the floor.,0.9983968138694763
gj04,1,,The toilet leaked through the floor into the kitchen below.,0.9982370138168335
gj04,1,,Bill ate off the floor.,0.9968088269233704
gj04,1,,Bill drank from the hose.,0.998324453830719
gj04,1,,This metal hammers flat easily.,0.9965865612030029
gj04,1,,They made him president.,0.9986745119094849
gj04,1,,They made him angry.,0.9986131191253662
gj04,0,*,They caused him to become angry by making him.,0.00404939241707325
gj04,0,*,They caused him to become president by making him.,0.0038741962052881718
gj04,0,*,They made him to exhaustion.,0.0033035557717084885
gj04,1,,They made him into a monster.,0.9976990818977356
gj04,1,,The trolley rumbled through the tunnel.,0.9984071850776672
gj04,1,,The wagon rumbled down the road.,0.9982876181602478
gj04,1,,The bullets whistled past the house.,0.9975295662879944
gj04,1,,The knee replacement candidate groaned up the stairs.,0.9974377155303955
gj04,0,*,The car honked down the road.,0.0053906566463410854
gj04,0,*,The dog barked out of the room.,0.013947444036602974
gj04,1,,The dog barked its way out of the room.,0.9953959584236145
gj04,1,,Bill whistled his way past the house.,0.9982627034187317
gj04,1,,The witch vanished into the forest.,0.9980071187019348
gj04,1,,Bill disappeared down the road.,0.9976668357849121
gj04,0,*,The witch went into the forest by vanishing.,0.005374133121222258
gj04,1,,The witch went into the forest and thereby vanished.,0.9979758858680725
gj04,1,,The building is tall and wide.,0.9953081011772156
gj04,0,*,The building is tall and tall.,0.023551853373646736
gj04,1,,This building is taller and wider than that one.,0.9972409009933472
gj04,1,,This building got taller and wider than that one.,0.9978182315826416
gj04,1,,This building got taller and taller.,0.9964042901992798
gj04,0,*,This building is taller and taller.,0.9588098526000977
gj04,0,*,This building got than that one.,0.002989464206621051
gj04,0,*,This building is than that one.,0.004134219605475664
gj04,1,,Bill floated into the cave.,0.9981657862663269
gj04,0,*?,Bill floated into the cave for hours.,0.9965247511863708
gj04,0,*?,Bill pushed Harry off the sofa for hours.,0.9970863461494446
gj04,1,,Bill floated down the river for hours.,0.9977553486824036
gj04,1,,Bill floated down the river.,0.9984765648841858
gj04,1,,Bill pushed Harry along the trail for hours.,0.9975517392158508
gj04,1,,Bill pushed Harry along the trail.,0.9982079267501831
gj04,1,,The road zigzagged down the hill.,0.9974678754806519
gj04,1,,The rope stretched over the pulley.,0.998060405254364
gj04,1,,The weights stretched the rope over the pulley.,0.9971279501914978
gj04,1,,The weights kept the rope stretched over the pulley.,0.9970954656600952
gj04,1,,Sam cut himself free.,0.998518168926239
gj04,1,,Sam got free by cutting his finger.,0.9979436993598938
gj04,1,,Bill cried himself to sleep.,0.9983879327774048
gj04,0,*,Bill cried Sue to sleep.,0.003429620061069727
gj04,1,,Bill squeezed himself through the hole.,0.9986183643341064
gj04,1,,Bill sang himself to sleep.,0.9980035424232483
gj04,1,,Bill squeezed the puppet through the hole.,0.9982970356941223
gj04,1,,Bill sang Sue to sleep.,0.9960569143295288
gj04,0,*,The elevator rumbled itself to the ground.,0.005167748779058456
gj04,1,,"If the telephone rang, it could ring itself silly.",0.9962090253829956
gj04,0,*,She yelled hoarse.,0.005909578409045935
gj04,0,*,Ted cried to sleep.,0.9925219416618347
gj04,1,,The tiger bled to death.,0.9988279938697815
gj04,1,,"He coughed awake and we were all overjoyed, especially Sierra.",0.99826979637146
gj04,1,,"John coughed awake, rubbing his nose and cursing under his breath.",0.9982995390892029
gj04,1,,John coughed himself awake on the bank of the lake where he and Bill had their play.,0.9982622265815735
gj04,1,,Ron yawned himself awake.,0.9986724853515625
gj04,1,,She coughed herself awake as the leaf landed on her nose.,0.9973524808883667
gj04,1,,The worm wriggled onto the carpet.,0.9980931878089905
gj04,1,,The chocolate melted onto the carpet.,0.9984456896781921
gj04,0,*,The ball wriggled itself loose.,0.11865540593862534
gj04,1,,Bill wriggled himself loose.,0.9974729418754578
gj04,1,,Aliza wriggled her tooth loose.,0.9967341423034668
gj04,1,,The off center spinning flywheel shook itself loose.,0.9883671402931213
cj99,1,,"The more you eat, the less you want.",0.9973975419998169
cj99,1,,"If you eat more, you want correspondingly less.",0.99824059009552
cj99,1,,"When you eat more, you want correspondingly less.",0.9983906745910645
cj99,1,,"As you eat more, you want correspondingly less.",0.9984922409057617
cj99,0,*,"The most you want, the least you eat.",0.9708018898963928
cj99,1,,"The angrier Sue gets, the more Fred admires her.",0.9970980882644653
cj99,1,,"The more that you eat, the less that you want.",0.9972359538078308
cj99,1,,"The angrier that Sue gets, the more that Fred admires her.",0.9967057108879089
cj99,1,,"I think that the more you eat, the less you want.",0.9983538389205933
cj99,1,,"I'm not shocked by the idea that the more you eat, the less you want.",0.9983116388320923
cj99,1,,"It is obvious that the more you eat, the less you want.",0.9985223412513733
cj99,1,,"It is not entirely clear if the more you eat, the less you want.",0.9982017278671265
cj99,1,,"I want to explain exactly why the more you eat, the less you want.",0.9983276724815369
cj99,1,,"I demand that the more John eats, the more he pays.",0.9976822137832642
cj99,0,*,"I demand that the more John eat, the more he pay.",0.003703045891597867
cj99,1,,"I demand that John pay more, the more he eats.",0.9973926544189453
cj99,0,*,"I demand that John pays more, the more he eat.",0.002841205568984151
cj99,1,,"You get angrier, the more we eat, don't you.",0.9910176992416382
cj99,0,*,"You get angrier, the more we eat, don't we.",0.2139343023300171
cj99,0,*,"The harder it has rained, how much faster a flow that appears in the river?",0.003032751614227891
cj99,1,,"The harder it has rained, how much faster a flow appears in the river?",0.9975554943084717
cj99,0,*,"The harder it rains, how much faster that do you run?",0.0031197713688015938
cj99,1,,"The harder it rains, how much faster do you run?",0.9979694485664368
cj99,1,,"The harder it rains, how much faster a flow do you see in the river?",0.9972852468490601
